Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00+11:00,166.3531677254823,167.18611286089708,164.8520172616889,164.94354248046875,3173,0.0,0.0
2019-01-03 00:00:00+11:00,167.94584741896375,168.42182605551017,166.31655043643246,166.34400939941406,5982,0.0,0.0
2019-01-04 00:00:00+11:00,163.84517857310678,163.84517857310678,162.74677793471614,163.4790496826172,9612,0.0,0.0
2019-01-07 00:00:00+11:00,166.06024676901382,167.0396629419704,165.6758073451271,166.1975555419922,8111,0.0,0.0
2019-01-08 00:00:00+11:00,167.0488175125052,167.98246412933975,166.8565908099233,167.7902374267578,8214,0.0,0.0
2019-01-09 00:00:00+11:00,168.86116689146343,169.17239171963809,168.055680778029,168.9435577392578,20523,0.0,0.0
2019-01-10 00:00:00+11:00,168.41265875959218,168.86116441573444,167.424094302813,167.46986389160156,9631,0.0,0.0
2019-01-11 00:00:00+11:00,168.9710649362911,169.31888318825787,168.21133422851562,168.21133422851562,7260,0.0,0.0
2019-01-14 00:00:00+11:00,168.6415498592573,168.6415498592573,167.28684220021762,167.93673706054688,5841,0.0,0.0
2019-01-15 00:00:00+11:00,167.84518019902612,168.7330573545997,167.7811139332936,168.6689910888672,5614,0.0,0.0
2019-01-16 00:00:00+11:00,169.33717581856905,170.44473862747597,169.16325972761572,169.88638305664062,7748,0.0,0.0
2019-01-17 00:00:00+11:00,170.45386464098226,171.0579897303727,170.26163794275135,170.80169677734375,8984,0.0,0.0
2019-01-18 00:00:00+11:00,171.9549933535661,172.5865773248238,171.53393271708876,172.00076293945312,12353,0.0,0.0
2019-01-21 00:00:00+11:00,174.47219969036982,175.46076427003703,173.94130312164563,174.09690856933594,9004,0.0,0.0
2019-01-22 00:00:00+11:00,174.0969343412042,174.62783098851793,173.7765750662723,174.27999877929688,9356,0.0,0.0
2019-01-23 00:00:00+11:00,173.03512719538057,173.52026816952738,172.7605375436827,172.99851989746094,9151,0.0,0.0
2019-01-24 00:00:00+11:00,172.97107548090656,173.71249553669222,172.36695026251772,173.63926696777344,7663,0.0,0.0
2019-01-25 00:00:00+11:00,173.9504596203202,175.03971177220936,173.9504596203202,175.0122528076172,11386,0.0,0.0
2019-01-29 00:00:00+11:00,173.8772311911976,173.8772311911976,172.45845761016952,172.78797912597656,10599,0.0,0.0
2019-01-30 00:00:00+11:00,173.91386355727553,174.15184592142032,172.3577949398841,172.38525390625,15169,0.0,0.0
2019-01-31 00:00:00+11:00,173.2914145014707,173.9596058563793,173.18156468632563,173.50193786621094,11707,0.0,0.0
2019-02-01 00:00:00+11:00,173.92298073241878,175.51567033091771,173.92298073241878,175.21360778808594,3878,0.0,0.0
2019-02-04 00:00:00+11:00,175.36921095843243,176.47677360116592,174.9298536140464,175.9458770751953,11935,0.0,0.0
2019-02-05 00:00:00+11:00,176.39443591459332,177.5752134046739,175.8818359375,175.8818359375,10426,0.0,0.0
2019-02-06 00:00:00+11:00,177.48365245398875,179.60723876953125,176.85208231901126,179.60723876953125,8189,0.0,0.0
2019-02-07 00:00:00+11:00,180.31206443559185,180.82465041992208,179.9642322461161,180.3212127685547,6689,0.0,0.0
2019-02-08 00:00:00+11:00,179.57061821626752,179.85438412181733,178.60036424536952,178.9481964111328,5992,0.0,0.0
2019-02-11 00:00:00+11:00,179.42419239571902,180.22967869388046,178.81091886368435,179.1770477294922,11983,0.0,0.0
2019-02-12 00:00:00+11:00,180.19304725393488,181.1266938936632,180.19304725393488,181.09007263183594,9347,0.0,0.0
2019-02-13 00:00:00+11:00,181.6941948367675,182.49969498102465,181.53858939379398,181.55690002441406,10097,0.0,0.0
2019-02-14 00:00:00+11:00,182.31662304752857,182.58207831667877,181.87726566556194,182.1884765625,7480,0.0,0.0
2019-02-15 00:00:00+11:00,181.7033686625069,182.22511695649158,181.41961669921875,181.41961669921875,11294,0.0,0.0
2019-02-18 00:00:00+11:00,183.06720133488454,183.44249244968162,182.67361355613568,182.9939727783203,8900,0.0,0.0
2019-02-19 00:00:00+11:00,183.1679122499912,184.1015590067894,183.1679122499912,183.90933227539062,17767,0.0,0.0
2019-02-20 00:00:00+11:00,182.6644371927325,183.05803890809446,182.47222446760523,182.61866760253906,17270,0.0,0.0
2019-02-21 00:00:00+11:00,183.06721643772534,183.98255251991398,182.0237338627071,183.91847229003906,10117,0.0,0.0
2019-02-22 00:00:00+11:00,184.12901168394555,184.43107427044288,183.73540990144767,184.14730834960938,8888,0.0,0.0
2019-02-25 00:00:00+11:00,184.5775007655744,184.76057914104604,184.34866676315394,184.5592041015625,11095,0.0,0.0
2019-02-26 00:00:00+11:00,183.79028256454427,184.05573778741172,183.2227787964947,183.52484130859375,13162,0.0,0.0
2019-02-27 00:00:00+11:00,182.61866627146065,183.42416635885644,182.48137146879904,183.03057861328125,6290,0.0,0.0
2019-02-28 00:00:00+11:00,184.20221787321358,184.6232646030647,183.98253220964867,184.1747589111328,10573,0.0,0.0
2019-03-01 00:00:00+11:00,184.87045415194808,186.0237727403516,184.76976661087875,185.74002075195312,12308,0.0,0.0
