Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-01 00:00:00+00:00,18099.525390625,18099.525390625,16865.0,17513.72265625,13197230059,0.0,0.0
2018-01-02 00:00:00+00:00,17472.4296875,19729.943359375,16809.6015625,19136.669921875,21518201804,0.0,0.0
2018-01-03 00:00:00+00:00,19131.689453125,19942.1171875,18948.8125,19428.681640625,21564289571,0.0,0.0
2018-01-04 00:00:00+00:00,19517.765625,20025.064453125,18558.72265625,19838.73828125,27703420761,0.0,0.0
2018-01-05 00:00:00+00:00,19683.58203125,22519.96875,19354.296875,22169.294921875,30324216576,0.0,0.0
2018-01-06 00:00:00+00:00,22210.759765625,22529.12890625,21323.58203125,22293.310546875,23295090878,0.0,0.0
2018-01-07 00:00:00+00:00,22293.69140625,22360.212890625,20460.001953125,20971.87109375,20193458552,0.0,0.0
2018-01-08 00:00:00+00:00,20970.08984375,21035.232421875,18145.849609375,19339.75,23475139949,0.0,0.0
2018-01-09 00:00:00+00:00,19280.59765625,19731.984375,18456.814453125,18688.091796875,21331625793,0.0,0.0
2018-01-10 00:00:00+00:00,18679.2578125,19083.9921875,17481.103515625,19083.9921875,23579913984,0.0,0.0
2018-01-11 00:00:00+00:00,19077.4921875,19146.86328125,16642.4140625,17001.6484375,20969055128,0.0,0.0
2018-01-12 00:00:00+00:00,17062.650390625,18083.4921875,16676.931640625,17674.587890625,15253729254,0.0,0.0
2018-01-13 00:00:00+00:00,17638.939453125,18532.869140625,17638.939453125,18154.48828125,16136030180,0.0,0.0
2018-01-14 00:00:00+00:00,18167.888671875,18346.14453125,16773.705078125,17417.478515625,14018084715,0.0,0.0
2018-01-15 00:00:00+00:00,17411.533203125,18147.61328125,17200.478515625,17365.919921875,16022618588,0.0,0.0
2018-01-16 00:00:00+00:00,17386.40234375,17384.27734375,12810.8828125,14417.189453125,23655959769,0.0,0.0
2018-01-17 00:00:00+00:00,14342.6591796875,14577.4560546875,11788.2275390625,14036.6318359375,23623886830,0.0,0.0
2018-01-18 00:00:00+00:00,14049.4287109375,15141.6953125,13714.125,14334.666015625,18763772162,0.0,0.0
2018-01-19 00:00:00+00:00,14278.326171875,14976.0234375,13938.9892578125,14527.41015625,13442303039,0.0,0.0
2018-01-20 00:00:00+00:00,14588.486328125,16399.25,14588.486328125,16144.1806640625,14770588676,0.0,0.0
2018-01-21 00:00:00+00:00,16131.6650390625,16140.05078125,14117.30859375,14498.3125,12417422542,0.0,0.0
2018-01-22 00:00:00+00:00,14539.556640625,14969.2275390625,12773.107421875,13652.3046875,13160235194,0.0,0.0
2018-01-23 00:00:00+00:00,13668.6650390625,14250.5009765625,12725.75390625,13580.408203125,12071235207,0.0,0.0
2018-01-24 00:00:00+00:00,13624.1416015625,14252.044921875,13284.8046875,14111.056640625,12349055841,0.0,0.0
2018-01-25 00:00:00+00:00,14188.447265625,14562.83203125,13684.9013671875,14025.162109375,11052777678,0.0,0.0
2018-01-26 00:00:00+00:00,14020.9267578125,14467.7919921875,12959.8955078125,13776.544921875,12018990692,0.0,0.0
2018-01-27 00:00:00+00:00,13780.861328125,14323.4677734375,13551.8564453125,14108.64453125,9351670845,0.0,0.0
2018-01-28 00:00:00+00:00,14151.3134765625,14848.0693359375,14151.3134765625,14522.3017578125,10288763016,0.0,0.0
2018-01-29 00:00:00+00:00,14484.3515625,14635.9375,13808.30078125,13954.787109375,8779937917,0.0,0.0
2018-01-30 00:00:00+00:00,13967.6337890625,13973.3076171875,12421.0400390625,12478.4541015625,10665341203,0.0,0.0
2018-01-31 00:00:00+00:00,12480.80078125,12854.8779296875,12108.259765625,12682.8388671875,9977863497,0.0,0.0
2018-02-01 00:00:00+00:00,12702.9404296875,12832.1279296875,10989.2509765625,11407.5634765625,12388854892,0.0,0.0
2018-02-02 00:00:00+00:00,11372.41015625,11376.6552734375,9765.1435546875,11141.49609375,16057153308,0.0,0.0
2018-02-03 00:00:00+00:00,11168.4580078125,11898.4990234375,10410.837890625,11575.712890625,9164509311,0.0,0.0
2018-02-04 00:00:00+00:00,11576.7099609375,11777.5302734375,10159.6708984375,10471.92578125,8949329231,0.0,0.0
2018-02-05 00:00:00+00:00,10463.740234375,10547.017578125,8553.8427734375,8830.9677734375,11789347364,0.0,0.0
2018-02-06 00:00:00+00:00,8953.4658203125,9945.1484375,7692.05126953125,9823.89453125,17736982542,0.0,0.0
2018-02-07 00:00:00+00:00,9825.7822265625,10818.9580078125,9180.2490234375,9753.390625,11734425390,0.0,0.0
2018-02-08 00:00:00+00:00,9774.583984375,10969.96875,9765.8349609375,10615.9638671875,12004560062,0.0,0.0
